Gene stable ID	Protein stable ID
ENSJJAG00000000472	ENSJJAP00000000575
ENSJJAG00000000473	ENSJJAP00000000570
ENSJJAG00000000474	ENSJJAP00000000569
ENSJJAG00000000474	ENSJJAP00000000577
ENSJJAG00000000475	ENSJJAP00000000573
ENSJJAG00000000476	ENSJJAP00000000586
ENSJJAG00000000477	ENSJJAP00000000591
ENSJJAG00000000477	ENSJJAP00000000598
ENSJJAG00000000478	ENSJJAP00000000582
ENSJJAG00000000479	ENSJJAP00000000592
ENSJJAG00000000480	ENSJJAP00000000596
ENSJJAG00000000480	ENSJJAP00000000601
ENSJJAG00000000481	ENSJJAP00000000579
ENSJJAG00000000482	ENSJJAP00000000585
ENSJJAG00000000483	ENSJJAP00000000576
ENSJJAG00000000484	ENSJJAP00000000578
ENSJJAG00000000485	ENSJJAP00000000603
ENSJJAG00000000486	ENSJJAP00000000626
ENSJJAG00000000487	ENSJJAP00000000667
ENSJJAG00000000487	ENSJJAP00000000675
ENSJJAG00000000487	ENSJJAP00000000679
ENSJJAG00000000487	ENSJJAP00000000689
ENSJJAG00000000488	ENSJJAP00000000584
ENSJJAG00000000489	ENSJJAP00000000590
ENSJJAG00000000490	ENSJJAP00000000581
ENSJJAG00000000491	ENSJJAP00000000593
ENSJJAG00000000491	ENSJJAP00000000599
ENSJJAG00000000491	ENSJJAP00000000602
ENSJJAG00000000492	ENSJJAP00000000589
ENSJJAG00000000493	ENSJJAP00000000639
ENSJJAG00000000494	ENSJJAP00000000597
ENSJJAG00000000495	ENSJJAP00000000587
ENSJJAG00000000496	ENSJJAP00000000699
ENSJJAG00000000496	ENSJJAP00000000701
ENSJJAG00000000497	ENSJJAP00000000594
ENSJJAG00000000498	ENSJJAP00000000611
ENSJJAG00000000499	ENSJJAP00000000607
ENSJJAG00000000500	ENSJJAP00000000604
ENSJJAG00000000502	ENSJJAP00000000677
ENSJJAG00000000503	ENSJJAP00000000640
ENSJJAG00000000503	ENSJJAP00000000649
ENSJJAG00000000504	ENSJJAP00000000621
ENSJJAG00000000505	ENSJJAP00000000605
ENSJJAG00000000506	ENSJJAP00000000650
ENSJJAG00000000506	ENSJJAP00000000656
ENSJJAG00000000506	ENSJJAP00000000665
ENSJJAG00000000507	ENSJJAP00000000608
ENSJJAG00000000507	ENSJJAP00000000613
ENSJJAG00000000508	ENSJJAP00000000609
ENSJJAG00000000508	ENSJJAP00000000615
ENSJJAG00000000509	ENSJJAP00000000618
ENSJJAG00000000510	ENSJJAP00000000612
ENSJJAG00000000511	ENSJJAP00000000616
ENSJJAG00000000512	ENSJJAP00000000617
ENSJJAG00000000513	ENSJJAP00000000619
ENSJJAG00000000514	ENSJJAP00000000620
ENSJJAG00000000514	ENSJJAP00000000625
ENSJJAG00000000515	ENSJJAP00000000631
ENSJJAG00000000515	ENSJJAP00000000635
ENSJJAG00000000516	ENSJJAP00000000683
ENSJJAG00000000516	ENSJJAP00000000686
ENSJJAG00000000516	ENSJJAP00000000690
ENSJJAG00000000517	ENSJJAP00000000622
ENSJJAG00000000518	ENSJJAP00000000624
ENSJJAG00000000519	ENSJJAP00000000644
ENSJJAG00000000519	ENSJJAP00000000653
ENSJJAG00000000520	ENSJJAP00000000628
ENSJJAG00000000521	ENSJJAP00000000676
ENSJJAG00000000521	ENSJJAP00000000682
ENSJJAG00000000521	ENSJJAP00000000685
ENSJJAG00000000522	ENSJJAP00000000632
ENSJJAG00000000523	ENSJJAP00000000627
ENSJJAG00000000524	ENSJJAP00000000642
ENSJJAG00000000525	ENSJJAP00000000629
ENSJJAG00000000526	ENSJJAP00000000670
ENSJJAG00000000526	ENSJJAP00000000672
ENSJJAG00000000527	ENSJJAP00000000633
ENSJJAG00000000528	ENSJJAP00000000674
ENSJJAG00000000528	ENSJJAP00000000684
ENSJJAG00000000529	ENSJJAP00000000691
ENSJJAG00000000529	ENSJJAP00000000698
ENSJJAG00000000530	ENSJJAP00000000637
ENSJJAG00000000530	ENSJJAP00000000641
ENSJJAG00000000530	ENSJJAP00000000646
ENSJJAG00000000531	ENSJJAP00000000634
ENSJJAG00000000532	ENSJJAP00000000643
ENSJJAG00000000533	ENSJJAP00000000648
ENSJJAG00000000534	ENSJJAP00000000655
ENSJJAG00000000535	ENSJJAP00000000638
ENSJJAG00000000536	ENSJJAP00000000645
ENSJJAG00000000537	ENSJJAP00000000654
ENSJJAG00000000538	ENSJJAP00000000647
ENSJJAG00000000539	ENSJJAP00000000657
ENSJJAG00000000540	ENSJJAP00000000668
ENSJJAG00000000540	ENSJJAP00000000669
ENSJJAG00000000541	ENSJJAP00000000652
ENSJJAG00000000542	ENSJJAP00000000651
ENSJJAG00000000543	ENSJJAP00000000666
ENSJJAG00000000544	ENSJJAP00000000658
ENSJJAG00000000545	ENSJJAP00000000661
ENSJJAG00000000546	ENSJJAP00000000660
ENSJJAG00000000547	ENSJJAP00000000659
ENSJJAG00000000548	ENSJJAP00000000662
ENSJJAG00000000549	ENSJJAP00000000664
ENSJJAG00000000550	ENSJJAP00000000663
ENSJJAG00000000552	ENSJJAP00000000688
ENSJJAG00000000553	ENSJJAP00000000671
ENSJJAG00000000554	ENSJJAP00000000673
ENSJJAG00000000555	ENSJJAP00000000678
ENSJJAG00000000556	ENSJJAP00000000680
ENSJJAG00000000557	ENSJJAP00000000702
ENSJJAG00000000557	ENSJJAP00000000708
ENSJJAG00000000559	ENSJJAP00000000681
ENSJJAG00000000560	ENSJJAP00000000687
ENSJJAG00000000561	ENSJJAP00000000697
ENSJJAG00000000562	ENSJJAP00000000747
ENSJJAG00000000562	ENSJJAP00000000754
ENSJJAG00000000562	ENSJJAP00000000762
ENSJJAG00000000563	ENSJJAP00000000709
ENSJJAG00000000563	ENSJJAP00000000719
ENSJJAG00000000564	ENSJJAP00000000694
ENSJJAG00000000565	ENSJJAP00000000696
ENSJJAG00000000566	ENSJJAP00000000692
ENSJJAG00000000567	ENSJJAP00000000693
ENSJJAG00000000568	ENSJJAP00000000695
ENSJJAG00000000569	ENSJJAP00000000733
ENSJJAG00000000570	ENSJJAP00000000700
ENSJJAG00000000571	ENSJJAP00000000713
ENSJJAG00000000572	ENSJJAP00000000703
ENSJJAG00000000572	ENSJJAP00000000706
ENSJJAG00000000573	ENSJJAP00000000759
ENSJJAG00000000573	ENSJJAP00000000767
ENSJJAG00000000574	ENSJJAP00000000710
ENSJJAG00000000574	ENSJJAP00000000715
ENSJJAG00000000574	ENSJJAP00000000721
ENSJJAG00000000576	ENSJJAP00000000707
ENSJJAG00000000577	ENSJJAP00000000728
ENSJJAG00000000577	ENSJJAP00000000737
ENSJJAG00000000577	ENSJJAP00000000748
ENSJJAG00000000578	ENSJJAP00000000716
ENSJJAG00000000579	ENSJJAP00000000711
ENSJJAG00000000580	ENSJJAP00000000705
ENSJJAG00000000581	ENSJJAP00000000704
ENSJJAG00000000582	ENSJJAP00000000712
ENSJJAG00000000583	ENSJJAP00000000722
ENSJJAG00000000584	ENSJJAP00000000738
ENSJJAG00000000585	ENSJJAP00000000717
ENSJJAG00000000585	ENSJJAP00000000720
ENSJJAG00000000586	ENSJJAP00000000730
ENSJJAG00000000586	ENSJJAP00000000735
ENSJJAG00000000586	ENSJJAP00000000740
ENSJJAG00000000587	ENSJJAP00000000777
ENSJJAG00000000587	ENSJJAP00000000783
ENSJJAG00000000587	ENSJJAP00000000788
ENSJJAG00000000588	ENSJJAP00000000946
ENSJJAG00000000588	ENSJJAP00000000966
ENSJJAG00000000589	ENSJJAP00000000760
ENSJJAG00000000589	ENSJJAP00000000765
ENSJJAG00000000590	ENSJJAP00000000714
ENSJJAG00000000591	ENSJJAP00000000725
ENSJJAG00000000592	ENSJJAP00000000739
ENSJJAG00000000593	ENSJJAP00000000752
ENSJJAG00000000593	ENSJJAP00000000763
ENSJJAG00000000593	ENSJJAP00000000774
ENSJJAG00000000594	ENSJJAP00000000744
ENSJJAG00000000595	ENSJJAP00000000764
ENSJJAG00000000595	ENSJJAP00000000772
ENSJJAG00000000596	ENSJJAP00000000724
ENSJJAG00000000597	ENSJJAP00000000718
ENSJJAG00000000598	ENSJJAP00000000746
ENSJJAG00000000598	ENSJJAP00000000757
ENSJJAG00000000599	ENSJJAP00000000723
ENSJJAG00000000600	ENSJJAP00000000741
ENSJJAG00000000600	ENSJJAP00000000745
ENSJJAG00000000601	ENSJJAP00000000761
ENSJJAG00000000601	ENSJJAP00000000766
ENSJJAG00000000602	ENSJJAP00000000769
ENSJJAG00000000602	ENSJJAP00000000775
ENSJJAG00000000602	ENSJJAP00000000779
ENSJJAG00000000603	ENSJJAP00000000726
ENSJJAG00000000604	ENSJJAP00000000729
ENSJJAG00000000605	ENSJJAP00000000736
ENSJJAG00000000606	ENSJJAP00000000742
ENSJJAG00000000606	ENSJJAP00000000750
ENSJJAG00000000607	ENSJJAP00000000727
ENSJJAG00000000608	ENSJJAP00000000790
ENSJJAG00000000608	ENSJJAP00000000795
ENSJJAG00000000609	ENSJJAP00000000731
ENSJJAG00000000610	ENSJJAP00000000751
ENSJJAG00000000612	ENSJJAP00000000771
ENSJJAG00000000613	ENSJJAP00000000734
ENSJJAG00000000614	ENSJJAP00000000732
ENSJJAG00000000615	ENSJJAP00000000743
ENSJJAG00000000616	ENSJJAP00000000749
ENSJJAG00000000616	ENSJJAP00000000756
ENSJJAG00000000617	ENSJJAP00000000755
ENSJJAG00000000618	ENSJJAP00000000753
ENSJJAG00000000619	ENSJJAP00000000758
ENSJJAG00000000620	ENSJJAP00000000858
ENSJJAG00000000620	ENSJJAP00000000890
ENSJJAG00000000620	ENSJJAP00000000895
ENSJJAG00000000620	ENSJJAP00000000908
ENSJJAG00000000620	ENSJJAP00000000913
ENSJJAG00000000621	ENSJJAP00000000957
ENSJJAG00000000622	ENSJJAP00000000770
ENSJJAG00000000624	ENSJJAP00000000808
ENSJJAG00000000624	ENSJJAP00000000811
ENSJJAG00000000627	ENSJJAP00000000768
ENSJJAG00000000628	ENSJJAP00000000776
ENSJJAG00000000628	ENSJJAP00000000778
ENSJJAG00000000629	ENSJJAP00000000773
ENSJJAG00000000630	ENSJJAP00000000793
ENSJJAG00000000631	ENSJJAP00000000803
ENSJJAG00000000631	ENSJJAP00000000806
ENSJJAG00000000632	ENSJJAP00000000780
ENSJJAG00000000632	ENSJJAP00000000787
ENSJJAG00000000632	ENSJJAP00000000792
ENSJJAG00000000633	ENSJJAP00000000840
ENSJJAG00000000633	ENSJJAP00000000847
ENSJJAG00000000634	ENSJJAP00000000805
ENSJJAG00000000635	ENSJJAP00000000786
ENSJJAG00000000636	ENSJJAP00000000782
ENSJJAG00000000637	ENSJJAP00000000784
ENSJJAG00000000638	ENSJJAP00000000781
ENSJJAG00000000639	ENSJJAP00000000789
ENSJJAG00000000640	ENSJJAP00000000785
ENSJJAG00000000641	ENSJJAP00000000800
ENSJJAG00000000642	ENSJJAP00000000791
ENSJJAG00000000643	ENSJJAP00000000801
ENSJJAG00000000643	ENSJJAP00000000807
ENSJJAG00000000644	ENSJJAP00000000796
ENSJJAG00000000645	ENSJJAP00000000797
ENSJJAG00000000646	ENSJJAP00000000794
ENSJJAG00000000647	ENSJJAP00000000812
ENSJJAG00000000647	ENSJJAP00000000824
ENSJJAG00000000648	ENSJJAP00000000798
ENSJJAG00000000649	ENSJJAP00000000929
ENSJJAG00000000649	ENSJJAP00000000947
ENSJJAG00000000650	ENSJJAP00000000802
ENSJJAG00000000651	ENSJJAP00000000817
ENSJJAG00000000651	ENSJJAP00000000825
ENSJJAG00000000652	ENSJJAP00000000814
ENSJJAG00000000653	ENSJJAP00000000810
ENSJJAG00000000654	ENSJJAP00000000799
ENSJJAG00000000655	ENSJJAP00000000860
ENSJJAG00000000656	ENSJJAP00000000809
ENSJJAG00000000657	ENSJJAP00000000898
ENSJJAG00000000657	ENSJJAP00000000905
ENSJJAG00000000657	ENSJJAP00000000910
ENSJJAG00000000657	ENSJJAP00000000912
ENSJJAG00000000657	ENSJJAP00000000918
ENSJJAG00000000657	ENSJJAP00000000925
ENSJJAG00000000658	ENSJJAP00000000804
ENSJJAG00000000659	ENSJJAP00000000816
ENSJJAG00000000660	ENSJJAP00000000831
ENSJJAG00000000661	ENSJJAP00000000813
ENSJJAG00000000662	ENSJJAP00000000882
ENSJJAG00000000663	ENSJJAP00000000821
ENSJJAG00000000664	ENSJJAP00000000950
ENSJJAG00000000664	ENSJJAP00000000958
ENSJJAG00000000664	ENSJJAP00000000971
ENSJJAG00000000665	ENSJJAP00000000836
ENSJJAG00000000665	ENSJJAP00000000837
ENSJJAG00000000666	ENSJJAP00000000832
ENSJJAG00000000667	ENSJJAP00000000833
ENSJJAG00000000668	ENSJJAP00000000842
ENSJJAG00000000668	ENSJJAP00000000849
ENSJJAG00000000669	ENSJJAP00000000826
ENSJJAG00000000670	ENSJJAP00000000819
ENSJJAG00000000673	ENSJJAP00000000815
ENSJJAG00000000674	ENSJJAP00000000822
ENSJJAG00000000675	ENSJJAP00000000834
ENSJJAG00000000676	ENSJJAP00000000818
ENSJJAG00000000677	ENSJJAP00000000820
ENSJJAG00000000678	ENSJJAP00000000841
ENSJJAG00000000678	ENSJJAP00000000848
ENSJJAG00000000679	ENSJJAP00000000827
ENSJJAG00000000680	ENSJJAP00000000823
ENSJJAG00000000680	ENSJJAP00000000828
ENSJJAG00000000681	ENSJJAP00000000878
ENSJJAG00000000682	ENSJJAP00000000883
ENSJJAG00000000682	ENSJJAP00000000892
ENSJJAG00000000683	ENSJJAP00000000857
ENSJJAG00000000683	ENSJJAP00000000863
ENSJJAG00000000685	ENSJJAP00000000931
ENSJJAG00000000687	ENSJJAP00000000928
ENSJJAG00000000687	ENSJJAP00000000940
ENSJJAG00000000689	ENSJJAP00000000830
ENSJJAG00000000693	ENSJJAP00000000829
ENSJJAG00000000694	ENSJJAP00000000835
ENSJJAG00000000695	ENSJJAP00000000838
ENSJJAG00000000696	ENSJJAP00000000868
ENSJJAG00000000698	ENSJJAP00000000843
ENSJJAG00000000702	ENSJJAP00000000845
ENSJJAG00000000703	ENSJJAP00000000839
ENSJJAG00000000704	ENSJJAP00000000846
ENSJJAG00000000705	ENSJJAP00000000859
ENSJJAG00000000706	ENSJJAP00000000850
ENSJJAG00000000706	ENSJJAP00000000853
ENSJJAG00000000707	ENSJJAP00000000844
ENSJJAG00000000711	ENSJJAP00000000854
ENSJJAG00000000713	ENSJJAP00000000855
ENSJJAG00000000714	ENSJJAP00000000851
ENSJJAG00000000715	ENSJJAP00000000889
ENSJJAG00000000715	ENSJJAP00000000902
ENSJJAG00000000716	ENSJJAP00000000852
ENSJJAG00000000717	ENSJJAP00000000856
ENSJJAG00000000722	ENSJJAP00000000870
ENSJJAG00000000722	ENSJJAP00000000875
ENSJJAG00000000723	ENSJJAP00000000862
ENSJJAG00000000724	ENSJJAP00000000904
ENSJJAG00000000725	ENSJJAP00000000861
ENSJJAG00000000725	ENSJJAP00000000864
ENSJJAG00000000726	ENSJJAP00000000865
ENSJJAG00000000728	ENSJJAP00000000867
ENSJJAG00000000728	ENSJJAP00000000872
ENSJJAG00000000729	ENSJJAP00000000879
ENSJJAG00000000734	ENSJJAP00000000866
ENSJJAG00000000734	ENSJJAP00000000874
ENSJJAG00000000734	ENSJJAP00000000885
ENSJJAG00000000734	ENSJJAP00000000888
ENSJJAG00000000735	ENSJJAP00000000873
ENSJJAG00000000736	ENSJJAP00000000869
ENSJJAG00000000737	ENSJJAP00000000871
ENSJJAG00000000738	ENSJJAP00000000886
ENSJJAG00000000739	ENSJJAP00000000880
ENSJJAG00000000740	ENSJJAP00000000887
ENSJJAG00000000742	ENSJJAP00000000876
ENSJJAG00000000743	ENSJJAP00000000881
ENSJJAG00000000744	ENSJJAP00000000877
ENSJJAG00000000750	ENSJJAP00000000884
ENSJJAG00000000751	ENSJJAP00000000897
ENSJJAG00000000751	ENSJJAP00000000907
ENSJJAG00000000752	ENSJJAP00000000916
ENSJJAG00000000754	ENSJJAP00000000901
ENSJJAG00000000755	ENSJJAP00000000919
ENSJJAG00000000755	ENSJJAP00000000921
ENSJJAG00000000755	ENSJJAP00000000924
ENSJJAG00000000755	ENSJJAP00000000926
ENSJJAG00000000761	ENSJJAP00000000999
ENSJJAG00000000761	ENSJJAP00000001009
ENSJJAG00000000761	ENSJJAP00000001015
ENSJJAG00000000761	ENSJJAP00000001029
ENSJJAG00000000761	ENSJJAP00000001035
ENSJJAG00000000761	ENSJJAP00000001045
ENSJJAG00000000762	ENSJJAP00000000903
ENSJJAG00000000763	ENSJJAP00000000893
ENSJJAG00000000763	ENSJJAP00000000900
ENSJJAG00000000764	ENSJJAP00000000899
ENSJJAG00000000765	ENSJJAP00000000896
ENSJJAG00000000766	ENSJJAP00000000894
ENSJJAG00000000767	ENSJJAP00000000891
ENSJJAG00000000768	ENSJJAP00000000934
ENSJJAG00000000768	ENSJJAP00000000938
ENSJJAG00000000769	ENSJJAP00000000906
ENSJJAG00000000770	ENSJJAP00000000917
ENSJJAG00000000771	ENSJJAP00000000923
ENSJJAG00000000776	ENSJJAP00000000909
ENSJJAG00000000778	ENSJJAP00000000920
ENSJJAG00000000780	ENSJJAP00000000914
ENSJJAG00000000781	ENSJJAP00000000952
ENSJJAG00000000782	ENSJJAP00000000911
ENSJJAG00000000783	ENSJJAP00000000915
ENSJJAG00000000784	ENSJJAP00000000930
ENSJJAG00000000785	ENSJJAP00000000935
ENSJJAG00000000786	ENSJJAP00000000970
ENSJJAG00000000786	ENSJJAP00000000979
ENSJJAG00000000786	ENSJJAP00000000982
ENSJJAG00000000793	ENSJJAP00000000922
ENSJJAG00000000795	ENSJJAP00000000972
ENSJJAG00000000796	ENSJJAP00000000936
ENSJJAG00000000797	ENSJJAP00000000927
ENSJJAG00000000799	ENSJJAP00000000933
ENSJJAG00000000800	ENSJJAP00000000941
ENSJJAG00000000801	ENSJJAP00000000949
ENSJJAG00000000801	ENSJJAP00000000955
ENSJJAG00000000807	ENSJJAP00000000932
ENSJJAG00000000810	ENSJJAP00000000939
ENSJJAG00000000811	ENSJJAP00000000945
ENSJJAG00000000811	ENSJJAP00000000953
ENSJJAG00000000811	ENSJJAP00000000961
ENSJJAG00000000812	ENSJJAP00000000937
ENSJJAG00000000813	ENSJJAP00000000948
ENSJJAG00000000813	ENSJJAP00000000954
ENSJJAG00000000814	ENSJJAP00000000956
ENSJJAG00000000814	ENSJJAP00000000962
ENSJJAG00000000814	ENSJJAP00000000965
ENSJJAG00000000815	ENSJJAP00000000944
ENSJJAG00000000816	ENSJJAP00000000943
ENSJJAG00000000817	ENSJJAP00000000964
ENSJJAG00000000818	ENSJJAP00000000942
ENSJJAG00000000819	ENSJJAP00000000963
ENSJJAG00000000819	ENSJJAP00000000969
ENSJJAG00000000828	ENSJJAP00000000951
ENSJJAG00000000829	ENSJJAP00000000967
ENSJJAG00000000829	ENSJJAP00000000973
ENSJJAG00000000831	ENSJJAP00000000959
ENSJJAG00000000832	ENSJJAP00000000960
ENSJJAG00000000833	ENSJJAP00000000975
ENSJJAG00000000834	ENSJJAP00000000987
ENSJJAG00000000834	ENSJJAP00000000993
ENSJJAG00000000835	ENSJJAP00000000976
ENSJJAG00000000836	ENSJJAP00000000991
ENSJJAG00000000837	ENSJJAP00000000968
ENSJJAG00000000838	ENSJJAP00000000978
ENSJJAG00000000839	ENSJJAP00000000977
ENSJJAG00000000840	ENSJJAP00000000980
ENSJJAG00000000840	ENSJJAP00000000986
ENSJJAG00000000840	ENSJJAP00000000990
ENSJJAG00000000841	ENSJJAP00000000974
ENSJJAG00000000842	ENSJJAP00000001177
ENSJJAG00000000842	ENSJJAP00000001180
ENSJJAG00000000842	ENSJJAP00000001187
ENSJJAG00000000843	ENSJJAP00000000981
ENSJJAG00000000844	ENSJJAP00000000984
ENSJJAG00000000845	ENSJJAP00000000994
ENSJJAG00000000845	ENSJJAP00000000997
ENSJJAG00000000846	ENSJJAP00000000983
ENSJJAG00000000847	ENSJJAP00000000985
ENSJJAG00000000849	ENSJJAP00000000996
ENSJJAG00000000849	ENSJJAP00000001001
ENSJJAG00000000850	ENSJJAP00000000992
ENSJJAG00000000851	ENSJJAP00000001007
ENSJJAG00000000851	ENSJJAP00000001011
ENSJJAG00000000852	ENSJJAP00000000988
ENSJJAG00000000854	ENSJJAP00000000989
ENSJJAG00000000855	ENSJJAP00000001002
ENSJJAG00000000856	ENSJJAP00000000995
ENSJJAG00000000856	ENSJJAP00000001000
ENSJJAG00000000856	ENSJJAP00000001004
ENSJJAG00000000865	ENSJJAP00000001037
ENSJJAG00000000865	ENSJJAP00000001042
ENSJJAG00000000865	ENSJJAP00000001050
ENSJJAG00000000867	ENSJJAP00000000998
ENSJJAG00000000868	ENSJJAP00000001003
ENSJJAG00000000869	ENSJJAP00000001008
ENSJJAG00000000870	ENSJJAP00000001005
ENSJJAG00000000871	ENSJJAP00000001064
ENSJJAG00000000871	ENSJJAP00000001088
ENSJJAG00000000871	ENSJJAP00000001104
ENSJJAG00000000872	ENSJJAP00000001006
ENSJJAG00000000873	ENSJJAP00000001010
ENSJJAG00000000874	ENSJJAP00000001017
ENSJJAG00000000874	ENSJJAP00000001023
ENSJJAG00000000875	ENSJJAP00000001012
ENSJJAG00000000876	ENSJJAP00000001025
ENSJJAG00000000877	ENSJJAP00000001013
ENSJJAG00000000878	ENSJJAP00000001022
ENSJJAG00000000878	ENSJJAP00000001026
ENSJJAG00000000879	ENSJJAP00000001018
ENSJJAG00000000880	ENSJJAP00000001014
ENSJJAG00000000881	ENSJJAP00000001016
ENSJJAG00000000882	ENSJJAP00000001019
ENSJJAG00000000883	ENSJJAP00000001020
ENSJJAG00000000884	ENSJJAP00000001021
ENSJJAG00000000885	ENSJJAP00000001024
ENSJJAG00000000886	ENSJJAP00000001027
ENSJJAG00000000886	ENSJJAP00000001028
ENSJJAG00000000887	ENSJJAP00000001039
ENSJJAG00000000888	ENSJJAP00000001087
ENSJJAG00000000888	ENSJJAP00000001100
ENSJJAG00000000889	ENSJJAP00000001031
ENSJJAG00000000891	ENSJJAP00000001030
ENSJJAG00000000892	ENSJJAP00000001034
ENSJJAG00000000892	ENSJJAP00000001036
ENSJJAG00000000893	ENSJJAP00000001044
ENSJJAG00000000894	ENSJJAP00000001032
ENSJJAG00000000895	ENSJJAP00000001149
ENSJJAG00000000895	ENSJJAP00000001155
ENSJJAG00000000896	ENSJJAP00000001033
ENSJJAG00000000897	ENSJJAP00000001048
ENSJJAG00000000898	ENSJJAP00000001051
ENSJJAG00000000899	ENSJJAP00000001038
ENSJJAG00000000900	ENSJJAP00000001043
ENSJJAG00000000902	ENSJJAP00000001096
ENSJJAG00000000903	ENSJJAP00000001055
ENSJJAG00000000903	ENSJJAP00000001057
ENSJJAG00000000903	ENSJJAP00000001060
ENSJJAG00000000904	ENSJJAP00000001086
ENSJJAG00000000904	ENSJJAP00000001099
ENSJJAG00000000905	ENSJJAP00000001040
ENSJJAG00000000906	ENSJJAP00000001041
ENSJJAG00000000907	ENSJJAP00000001075
ENSJJAG00000000908	ENSJJAP00000001046
ENSJJAG00000000908	ENSJJAP00000001054
ENSJJAG00000000908	ENSJJAP00000001058
ENSJJAG00000000909	ENSJJAP00000001080
ENSJJAG00000000909	ENSJJAP00000001089
ENSJJAG00000000909	ENSJJAP00000001097
ENSJJAG00000000909	ENSJJAP00000001105
ENSJJAG00000000909	ENSJJAP00000001108
ENSJJAG00000000910	ENSJJAP00000001115
ENSJJAG00000000911	ENSJJAP00000001066
ENSJJAG00000000912	ENSJJAP00000001074
ENSJJAG00000000912	ENSJJAP00000001081
ENSJJAG00000000913	ENSJJAP00000001052
ENSJJAG00000000913	ENSJJAP00000001056
ENSJJAG00000000914	ENSJJAP00000001047
ENSJJAG00000000925	ENSJJAP00000001049
ENSJJAG00000000926	ENSJJAP00000001053
ENSJJAG00000000927	ENSJJAP00000001133
ENSJJAG00000000927	ENSJJAP00000001137
ENSJJAG00000000928	ENSJJAP00000001069
ENSJJAG00000000929	ENSJJAP00000001067
ENSJJAG00000000931	ENSJJAP00000001059
ENSJJAG00000000932	ENSJJAP00000001071
ENSJJAG00000000933	ENSJJAP00000001063
ENSJJAG00000000936	ENSJJAP00000001077
ENSJJAG00000000938	ENSJJAP00000001083
ENSJJAG00000000938	ENSJJAP00000001091
ENSJJAG00000000939	ENSJJAP00000001121
ENSJJAG00000000939	ENSJJAP00000001126
ENSJJAG00000000940	ENSJJAP00000001062
ENSJJAG00000000941	ENSJJAP00000001070
ENSJJAG00000000942	ENSJJAP00000001117
ENSJJAG00000000942	ENSJJAP00000001122
ENSJJAG00000000943	ENSJJAP00000001156
ENSJJAG00000000944	ENSJJAP00000001072
ENSJJAG00000000945	ENSJJAP00000001085
ENSJJAG00000000945	ENSJJAP00000001093
ENSJJAG00000000946	ENSJJAP00000001194
ENSJJAG00000000946	ENSJJAP00000001200
ENSJJAG00000000950	ENSJJAP00000001078
ENSJJAG00000000956	ENSJJAP00000001061
ENSJJAG00000000956	ENSJJAP00000001065
ENSJJAG00000000956	ENSJJAP00000001068
ENSJJAG00000000957	ENSJJAP00000001095
ENSJJAG00000000957	ENSJJAP00000001109
ENSJJAG00000000958	ENSJJAP00000001218
ENSJJAG00000000958	ENSJJAP00000001221
ENSJJAG00000000958	ENSJJAP00000001225
ENSJJAG00000000960	ENSJJAP00000001073
ENSJJAG00000000961	ENSJJAP00000001076
ENSJJAG00000000963	ENSJJAP00000001102
ENSJJAG00000000974	ENSJJAP00000001082
ENSJJAG00000000975	ENSJJAP00000001098
ENSJJAG00000000976	ENSJJAP00000001079
ENSJJAG00000000977	ENSJJAP00000001127
ENSJJAG00000000978	ENSJJAP00000001101
ENSJJAG00000000979	ENSJJAP00000001090
ENSJJAG00000000980	ENSJJAP00000001084
ENSJJAG00000000981	ENSJJAP00000001092
ENSJJAG00000000983	ENSJJAP00000001103
ENSJJAG00000000983	ENSJJAP00000001112
ENSJJAG00000000984	ENSJJAP00000001094
ENSJJAG00000000985	ENSJJAP00000001110
ENSJJAG00000000986	ENSJJAP00000001106
ENSJJAG00000000987	ENSJJAP00000001107
ENSJJAG00000000988	ENSJJAP00000001134
ENSJJAG00000000989	ENSJJAP00000001113
ENSJJAG00000000990	ENSJJAP00000001114
ENSJJAG00000000991	ENSJJAP00000001111
ENSJJAG00000000992	ENSJJAP00000001116
ENSJJAG00000000993	ENSJJAP00000001124
ENSJJAG00000000994	ENSJJAP00000001139
ENSJJAG00000000995	ENSJJAP00000001118
ENSJJAG00000000996	ENSJJAP00000001120
ENSJJAG00000000997	ENSJJAP00000001119
ENSJJAG00000000998	ENSJJAP00000001123
ENSJJAG00000000999	ENSJJAP00000001128
ENSJJAG00000001000	ENSJJAP00000001153
ENSJJAG00000001001	ENSJJAP00000001125
ENSJJAG00000001002	ENSJJAP00000001129
ENSJJAG00000001004	ENSJJAP00000001138
ENSJJAG00000001005	ENSJJAP00000001132
ENSJJAG00000001006	ENSJJAP00000001148
ENSJJAG00000001007	ENSJJAP00000001131
ENSJJAG00000001008	ENSJJAP00000001142
ENSJJAG00000001009	ENSJJAP00000001165
ENSJJAG00000001009	ENSJJAP00000001173
ENSJJAG00000001010	ENSJJAP00000001130
ENSJJAG00000001011	ENSJJAP00000001146
ENSJJAG00000001013	ENSJJAP00000001135
ENSJJAG00000001014	ENSJJAP00000001147
ENSJJAG00000001015	ENSJJAP00000001140
ENSJJAG00000001018	ENSJJAP00000001136
ENSJJAG00000001025	ENSJJAP00000001154
ENSJJAG00000001025	ENSJJAP00000001160
ENSJJAG00000001029	ENSJJAP00000001141
ENSJJAG00000001032	ENSJJAP00000001143
ENSJJAG00000001036	ENSJJAP00000001159
ENSJJAG00000001037	ENSJJAP00000001163
